Key	English
CLOVER/IslandDayGreeting_AfterNoon_004_Intro_001	I mean, I knew it would be.þ
CLOVER/IslandDayGreeting_AfterNoon_004_Intro_002	I’m never wrong about that sort of stuff, y’know?þ
CLOVER/IslandDayGreeting_Morning_004_Intro_000	Hey, <PlayerName>.þ
CLOVER/IslandDayGreeting_Morning_004_Intro_001	Happy <IslandDay>.þ
CLOVER/IslandDayGreeting_Morning_004_Intro_002	<NPCName> is putting on a <SnagSizzle> for us all.þ
CLOVER/IslandDayGreeting_Morning_004_Intro_003	<yes>She’s been excited about this for weeks now, y’know?þ
CLOVER/IslandDayGreeting_Night_004_Intro_000	<thinking>I had a dream that I saw the sky like this once.þ
CLOVER/IslandDayGreeting_Night_004_Intro_001	<yes>It was last night.þ
CLOVER/IslandDayGreeting_Night_004_Intro_002	<glee>It’s so pretty, y’know?þ
CLOVER/IslandDayGreeting_Noon_004_Intro_000	<yes>This <Snag> is so good, y’know?þ
CLOVER/IslandDayGreeting_Noon_004_Intro_001	<thinking>The taste reminds me of something I can’t quite put my finger on…þ
CLOVER/IslandDayGreeting_Noon_004_Intro_002	<shocked>OH!þ
CLOVER/IslandDayGreeting_Noon_004_Intro_003	<glee>That’s it!þ
CLOVER/IslandDayGreeting_Noon_004_Intro_004	<yes>My <Snag> tastes a bit like metal!þ
CLOVER/IslandDayGreeting_Noon_004_Intro_005	<glee>It’s so yummy!þ
CLOVER/RandomConvo_000_Intro_000	Has anyone told you that you have a really nice aura about you?þþþ
CLOVER/RandomConvo_000_Intro_001	<yes>It just feels like you’re a trustworthy person, y’know?þ
CLOVER/RandomConvo_001_Intro_000	I have it on good authority that today is going to be a good day.þ
CLOVER/RandomConvo_001_Intro_001	<yes>Trust me, this source is very reliable when it comes to predictions of the future. þ
CLOVER/RandomConvo_001_Intro_002	<thinking>That is if I did the sacrifice correctly...þ
CLOVER/RandomConvo_002_Intro_000	<favouriteFood> are full of powerful energy. þþ
CLOVER/RandomConvo_002_Intro_001	If possible, I like to start my day with a <favouriteFood>.þ
CLOVER/RandomConvo_002_Intro_002	That way, a little bit of that power gets passed onto me, y’know?þ
CLOVER/RandomConvo_003_Intro_000	<IslandName> is an incredible place, y’know?þ
CLOVER/RandomConvo_003_Intro_001	The whole island is full of life and energy.þ
CLOVER/RandomConvo_003_Intro_002	It’s on a whole other level compared to <SouthCity>.þ
CLOVER/RandomConvo_003_Intro_003	That place was full of people, but absolutely lifeless in a weird way...þ
CLOVER/RandomConvo_004_Intro_000	<proud>Looking great is the first step towards feeling great. þþ
CLOVER/RandomConvo_004_Intro_001	<shy>I mean, there’s a lot of other steps too, but once you look good on the outside, you will start feeling good on the outside, y’know?þ
CLOVER/RandomConvo_005_Intro_000	<thinking>þIf you wear the same colours as somebody, and you can really connect. þ
CLOVER/RandomConvo_005_Intro_001	It’s like you start humming in the same universal tune, y'know? þþ
CLOVER/RandomConvo_005_Intro_002	<shy>That’s why I try to wear black a lot.þþI want to try and hum my own tune sometimes.þ
CLOVER/RandomConvo_006_Intro_000	<thinking>I was watching you sleep the other night and you were tossing and turning a lot, y’know?þ
CLOVER/RandomConvo_006_Intro_001	Are you feeling okay today, <PlayerName>?þ
CLOVER/RandomConvo_007_Intro_000	Did you know that the colours red and yellow can actually make you hungry? þ
CLOVER/RandomConvo_007_Intro_001	<thinking>On the flip side, blue can calm those munchies down a little.þ
CLOVER/RandomConvo_007_Intro_002	How crazy is that?þ
CLOVER/RandomConvo_007_Intro_003	<glee>Everything is connected, y’know?þ
CLOVER/RandomConvo_008_Intro_000	Do you think the people in <SouthCity> have such stale auras has something to do with <BlobFish>?þ
CLOVER/RandomConvo_008_Intro_001	Maybe those critters are secretly evil?þ
CLOVER/RandomConvo_008_Intro_002	Y’know, maybe they suck the colour from your aura and make it all dull and grey?þ
CLOVER/RandomConvo_009_Intro_000	Do you think <animalName> have soft fur?
CLOVER/RandomConvo_009_Option_000	Try and pat one
CLOVER/RandomConvo_009_Option_001	I bet it is!
CLOVER/RandomConvo_009_Option_002	I bet their fur is spiky.
CLOVER/RandomConvo_009_Response_000_000	<haha>I don’t think so!þ
CLOVER/RandomConvo_009_Response_000_001	I like my hair not on fire, thank you very much!þ
CLOVER/RandomConvo_009_Response_001_000	<thinking>Y’know, I think you’re right.þ
CLOVER/RandomConvo_009_Response_001_001	<yes>That’s why they act all fierce and scary.þ
CLOVER/RandomConvo_009_Response_001_002	<haha>But deep down I bet they are big softies.þ
CLOVER/RandomConvo_009_Response_002_000	<yes>It probably is, y’know.þ
CLOVER/RandomConvo_009_Response_002_001	<thinking>I mean, their teeth are spiky so maybe their personality is the same!þ
CLOVER/RandomConvo_010_Intro_000	Hey, <PlayerName>.þ
CLOVER/RandomConvo_010_Intro_001	<shy>Have I ever told you I like to practice magic during the night sometimes.þ
CLOVER/RandomConvo_010_Intro_002	<shy>Oh, don’t worry, I’m not messing with anything I can’t control.þ
CLOVER/RandomConvo_010_Intro_003	<worried>At least…þ
CLOVER/RandomConvo_010_Intro_004	<worried>I don’t think I am?þ
CLOVER/RandomConvo_011_Intro_000	I’ve been hearing a strange voice outside my window at night.þ
CLOVER/RandomConvo_011_Intro_001	It was a little creepy at first, y’know?þ
CLOVER/RandomConvo_011_Intro_002	<yes>But the more I hear it, the less strange it’s becoming.þ
CLOVER/RandomConvo_012_Intro_000	<thinking>I was thinking, what if you could make clothes so light you could float in them?þ
CLOVER/RandomConvo_012_Intro_001	Do you think that’s possible?þ
CLOVER/RandomConvo_012_Intro_002	<glee>Imagine soaring above the clouds so high that everybody got a chance to check out your threads.þ
CLOVER/RandomConvo_013_Intro_000	<thinking>You always take some time in your day to come and talk to me.þ
CLOVER/RandomConvo_013_Intro_001	<yes>I really appreciate that, y’know.þ
CLOVER/RandomConvo_013_Intro_002	<glee>So, thanks!þ
CLOVER/RandomConvo_014_Intro_000	<IslandName> is full of some great people.þ
CLOVER/RandomConvo_014_Intro_001	<no>They don’t all have aura’s as strong as ours, <PlayerName>.þ
CLOVER/RandomConvo_014_Intro_002	<yes>But they are good people all the same.þ
CLOVER/RandomConvo_015_Intro_000	þWords are very powerful, y’know?þþþþ
CLOVER/RandomConvo_015_Intro_001	<yes>If you say something to yourself enough, you can make it true.þ
CLOVER/RandomConvo_015_Intro_002	<thinking>It’s kind of like a magic spell if you think about it.þ
CLOVER/RandomConvo_016_Intro_000	<thinking>I remember when I made a red T-Shirt and wore it around <SouthCity>.þ
CLOVER/RandomConvo_016_Intro_001	It was just a regular, red T-shirt, y’know?þ
CLOVER/RandomConvo_016_Intro_002	<no>But people wouldn’t stop staring at me.þ
CLOVER/RandomConvo_016_Intro_003	<haha>It was like I had cast a spell on them!
CLOVER/RandomConvo_017_Intro_000	Do you think I could borrow some of your hair, <PlayerName>?þ
CLOVER/RandomConvo_017_Intro_001	I need it for something..þ
CLOVER/RandomConvo_017_Intro_002	<shy>Oh don’t worry too much about why!þ
CLOVER/RandomConvo_018_Intro_000	I’ve got a contract I need to keep.þ
CLOVER/RandomConvo_018_Intro_001	<haha>Oh, no, it's nothing to do with <Dinks>.þ
CLOVER/RandomConvo_019_Intro_000	þI’ve never met anyone who’s like you, <PlayerName>.þþ
CLOVER/RandomConvo_019_Intro_001	Everytime I talk to you, I feel like you’ve just given me a bit of your energy, y’know?þþþ
CLOVER/RandomConvo_019_Intro_002	<thinking>It kinda feels like that if you aren’t around, I don’t know what to do.þ
CLOVER/RandomConvo_019_Intro_003	<shy>Does that make sense?þ
CLOVER/RandomConvo_020_Intro_000	<IslandName> is putting a very powerful feeling into the world today.þ
CLOVER/RandomConvo_020_Intro_001	I can just feel it y’know?þ
CLOVER/RandomConvo_020_Intro_002	<glee>Something good is going to happen for sure.þ
CLOVER/RandomConvo_021_Intro_000	<shocked>Woah!þ
CLOVER/RandomConvo_021_Intro_001	<worried>Did you just feel that?þþ
CLOVER/RandomConvo_021_Intro_002	<yes>I totally just felt the whole atmosphere around me change, y’know?
CLOVER/RandomConvo_022_Intro_000	<yes>I’m not a huge fan of fashion, but I am a big fan of making things.þ
CLOVER/RandomConvo_022_Intro_001	I like to think my clothes will live on longer than me, y’know?þ
CLOVER/RandomConvo_022_Intro_002	<yes>Hopefully, they passed down generation to generation.þ
CLOVER/RandomConvo_022_Intro_003	<glee>Imagine the stories they will tell!þ
CLOVER/RandomConvo_023_Intro_000	<yes>The <itemName>  on <IslandName> are really something.þ
CLOVER/RandomConvo_023_Intro_001	They really help me actualise, y’know?þ
CLOVER/RandomConvo_024_Intro_000	I tried to make some clothes out of those <itemName> lying around <IslandName>.þ
CLOVER/RandomConvo_024_Intro_001	<glee>In my head, it sounded awesome. All SPARKLY and SHARP!þ
CLOVER/RandomConvo_024_Intro_002	But I just couldn’t bring myself to finish the outfit, y’know?þ
CLOVER/RandomConvo_024_Intro_003	<thinking>It felt like… all the darkness within them was brighter than the light on the outside?
CLOVER/RandomConvo_025_Intro_000	I love how much you switch it up with your outfits, <PlayerName>.þ
CLOVER/RandomConvo_025_Intro_001	Some people just wear the same thing every day, y’know?þþþ
CLOVER/RandomConvo_025_Intro_002	<haha>Sometimes I stare at them, trying to make them change.þ
CLOVER/RandomConvo_025_Intro_003	<no>I guess some people just aren't programmed that way.þ
CLOVER/RandomConvo_026_Intro_000	<yes>I heard about the mines deep underground. þ
CLOVER/RandomConvo_026_Intro_001	<glee>Way down deep, and dark. þ
CLOVER/RandomConvo_026_Intro_002	They still <Shift> so they’re constantly changing.þ
CLOVER/RandomConvo_026_Intro_003	<thinking>It’d be a really great place to hide something, y’know? 
CLOVER/RandomConvo_026_Intro_004	<shy>If you needed one, I mean.
CLOVER/RandomConvo_027_Intro_000	<worried>I had the weirdest feeling yesterday. I’m so glad to see you’re still with us, <PlayerName>.þ
CLOVER/RandomConvo_027_Intro_001	I’m pretty sure you’re going to be fine now, y’know?þ
CLOVER/RandomConvo_028_Intro_000	<thinking>Y'know, I never really understood how everything went South.þ
CLOVER/RandomConvo_028_Intro_001	<thinking>Maybe we just needed a reason to start all over again?þ
CLOVER/RandomConvo_029_Intro_000	<thinking>I’ve thought about putting a little bit more life into my fabrics...þ
CLOVER/RandomConvo_029_Intro_001	<no>I just can’t find a way of ethically sourcing the materials for that though, y’know?þ
CLOVER/RandomConvo_030_Intro_000	I’m so glad I’ve met you, <PlayerName>.þ
CLOVER/RandomConvo_030_Intro_001	<shy>I feel like my life has totally turned around since meeting you, y’know?þ
CLOVER/RandomConvo_030_Intro_002	<shy>I hope I’ve made you feel that way too.þ
CLOVER/RandomConvo_031_Intro_000	Another great day where I get to talk to <PlayerName>.þ
CLOVER/RandomConvo_031_Intro_001	I always enjoy our chats, <PlayerName>.þ
CLOVER/RandomConvo_031_Intro_002	I enjoy chatting with all my good friends, y’know?þ
CLOVER/RandomConvo_032_Intro_000	Do you think that maybe the universe had always intended for us to meet each other, <PlayerName>?þ
CLOVER/RandomConvo_032_Intro_001	<thinking>Like there is some kind of background force pushing us together?þ
CLOVER/RandomConvo_032_Intro_002	I just feel like we’re very good friends, y’know?þ
CLOVER/RandomConvo_032_Intro_003	<haha>It’s kinda scary how good friends we’ve become, right?þ
CLOVER/RandomConvo_033_Intro_000	Last night I had a weird dream that you were being controlled by someone, <PlayerName>.þ
CLOVER/RandomConvo_033_Intro_001	<no>They had a window where they could look through it and make you move.þ
CLOVER/RandomConvo_033_Intro_002	<worried>It was really creepy, y’know?þ
CLOVER/RandomConvo_034_Intro_000	Hey <PlayerName>, thank you for always being there to help me out when I need something done.þ
CLOVER/RandomConvo_034_Intro_001	<shy>I don’t think you know how much you have done for me..þ
CLOVER/RandomConvo_034_Intro_002	<shy>So I just wanted to say thank you, y’know?þ
CLOVER/RandomConvo_035_Intro_000	Sometimes it feels like we’re being watched, y’know?þ
CLOVER/RandomConvo_035_Intro_001	<thinking>Like there is someone listening to our conversation right now.þ
CLOVER/RandomConvo_035_Intro_002	Do you ever get that feeling?þ
CLOVER/RandomConvo_036_Intro_000	<pumped>When you feel that creative spark, you have to grab onto it tightly.þ
CLOVER/RandomConvo_036_Intro_001	<no>Whatever you do... don’t let it escape.þ
CLOVER/RandomConvo_036_Intro_002	<pumped>Hold onto that energy as long as you can and use it for something really special.þ
CLOVER/RandomConvo_036_Intro_003	You never know how long you've got, y'know?þ
CLOVER/RandomConvo_037_Intro_000	Does it ever feel like I repeat myself too much?
CLOVER/RandomConvo_037_Intro_001	Like I’m saying the same thing twice? 
CLOVER/RandomConvo_037_Option_000	Not at all.
CLOVER/RandomConvo_037_Option_001	Sometimes.
CLOVER/RandomConvo_037_Option_002	Maybe?
CLOVER/RandomConvo_037_Response_000_000	Oh, that’s a relief, y’know?
CLOVER/RandomConvo_037_Response_000_001	<no>I’d hate to be predictable.
CLOVER/RandomConvo_037_Response_001_000	I feel that too!
CLOVER/RandomConvo_037_Response_001_001	It’s like I have to follow a script sometimes?
CLOVER/RandomConvo_037_Response_001_002	<yes>At least I got the part though, y’know?
CLOVER/RandomConvo_037_Response_002_000	That’s not a confident answer at all!
CLOVER/RandomConvo_037_Response_002_001	What a weird answer to choose, y’know?
CLOVER/RandomConvo_037_Response_002_002	<haha>Don’t worry though, we’re still friends, <PlayerName>.
CLOVER/RandomConvo_038_Intro_000	Need Text Here
CLOVER/RandomConvo_039_Intro_000	Need Text Here
CLOVER/SkyFest_AfterNoon_004_Intro_000	I see you eyeing my <Kite> <PlayerName>.
CLOVER/SkyFest_AfterNoon_004_Intro_001	<proud>Yes, I did use my own special fabric.
CLOVER/SkyFest_AfterNoon_004_Intro_002	<glee>Thanks for noticing!
CLOVER/SkyFest_AfterNoon_004_Intro_003	Now I need to go chase down some <PaperLanterns>.
CLOVER/SkyFest_Morning_004_Intro_000	<SkyFest> is a day to be enjoyed, okay <PlayerName>?
CLOVER/SkyFest_Morning_004_Intro_001	<yes>I worked hard to help make this <Aurora> happen. 
CLOVER/SkyFest_Morning_004_Intro_002	So I’d be bummed out if you didn’t enjoy it, y’know?
CLOVER/SkyFest_Night_004_Intro_000	<no>Oh, no, no, no, <PlayerName>.
CLOVER/SkyFest_Night_004_Intro_001	<no>No need to thank me.
CLOVER/SkyFest_Night_004_Intro_002	<yes>This <Aurora> is for everyone.
CLOVER/SkyFest_Night_004_Intro_003	I simply knew how to make it happen, y’know?
CLOVER/SkyFest_Night_004_Intro_004	Sure is pretty, right?
CLOVER/SkyFest_Noon_004_Intro_000	I made my <Kite> last night, y’know?
CLOVER/SkyFest_Noon_004_Intro_001	I just work better when it’s late. 
CLOVER/SkyFest_Noon_004_Intro_002	<no>There is less noise to distract me, y’know.
CLOVER/SkyFest_Noon_004_Intro_003	<glee>That way I can hear the voices better.
CLOVER/TownMention_Level_001_Intro_000	<IslandName> has a lot of potential, y’know.þ
CLOVER/TownMention_Level_001_Intro_001	<yes>Even though it’s still in the early stages, I feel like the future is bright for us here.þ
CLOVER/TownMention_Level_001_Intro_002	<glee>Keep up the good work, <PlayerName>.þ
CLOVER/TownMention_Level_002_Intro_000	<IslandName> is really starting to shape up.þ
CLOVER/TownMention_Level_002_Intro_001	<yes>I can feel the energy coming from everyone, y’know?þ
CLOVER/TownMention_Level_002_Intro_002	<proud>This is starting to be a great settlement!þ
CLOVER/TownMention_Level_003_Intro_000	<IslandName> is looking incredible!þ
CLOVER/TownMention_Level_003_Intro_001	<no>I can’t believe how far it’s come, y’know?þ
CLOVER/TownMention_Level_003_Intro_002	<glee>You should be really proud of what you have done here, <PlayerName>.þ
CLOVER/TownMention_Level_004_Intro_000	<IslandName> is the best place on earth, y’know?þ
CLOVER/TownMention_Level_004_Intro_001	<no>To think, this place started as a bunch of tents.þ
CLOVER/TownMention_Level_004_Intro_002	I’m so glad you convinced me to move here, <PlayerName>.þ
CLOVER/TownMention_Level_004_Intro_003	<glee>Like I said, <IslandName> is the best place on earth!þ
FLETCH/Already Being Moved 1_Intro_000	<thinking>Hmmm...
FLETCH/Already Being Moved 1_Intro_001	<no>A building is already being relocated. 
FLETCH/Already Being Moved 1_Intro_002	Let's get that finished and then we can think about moving another one, okay?
FLETCH/Already Being Upgraded_Intro_000	Wait! It looks like we're already working on your house!
FLETCH/Already Being Upgraded_Intro_001	Make sure you place all the items needed for costruction into the construction box infront of your house.
FLETCH/Already Being Upgraded_Intro_002	As soon as construction is completed, we'll see what we can do to make your house bigger. <glee>
FLETCH/Already Being UpgradedTent_Intro_000	Wait! It looks like we're already working on your house!
FLETCH/Already Being UpgradedTent_Intro_001	Make sure you place all the items needed for costruction into the construction box infront of your tent.
FLETCH/Arvo_Greeting 0_Intro_000	Afternoon, <PlayerName>!
FLETCH/Arvo_Greeting 0_Option_000	<chat>
FLETCH/Arvo_Greeting 0_Option_001	<jobCondition>
FLETCH/Arvo_Greeting 0_Option_002	<hangOut>
FLETCH/Arvo_Greeting 0_Option_003	<cancel>
FLETCH/Arvo_Greeting 0_Response_003_000	Take it easy.
FLETCH/Arvo_Greeting 1_Intro_000	What a bloody beautiful arvo.
FLETCH/Arvo_Greeting 1_Intro_001	Don’t you think, <PlayerName>?
FLETCH/Arvo_Greeting 1_Option_000	<chat>
FLETCH/Arvo_Greeting 1_Option_001	<jobCondition>
FLETCH/Arvo_Greeting 1_Option_002	<hangOut>
FLETCH/Arvo_Greeting 1_Option_003	<cancel>
FLETCH/Arvo_Greeting 1_Response_003_000	Hooroo!
FLETCH/Arvo_Greeting 2_Intro_000	What a bloody beautiful arvo.
FLETCH/Arvo_Greeting 2_Intro_001	Don’t you think, <PlayerName>?
FLETCH/Arvo_Greeting 2_Option_000	<chat>
FLETCH/Arvo_Greeting 2_Option_001	<jobCondition>
FLETCH/Arvo_Greeting 2_Option_002	<hangOut>
FLETCH/Arvo_Greeting 2_Option_003	<cancel>
FLETCH/Arvo_Greeting 2_Response_003_000	Hooroo!
FLETCH/BaseTentConvo_Intro_000	Hello there, <PlayerName>.
FLETCH/BaseTentConvo_Intro_001	What can I do for you?
FLETCH/BaseTentConvo_Option_000	I want to apply for a licence
FLETCH/BaseTentConvo_Option_001	Lets talk about the town
FLETCH/BaseTentConvo_Option_002	About my house...
FLETCH/BaseTentConvo_Option_003	Lets chat
FLETCH/BaseTentConvo_Option_004	Nevermind.
FLETCH/BaseTentConvo_Response_000_000	Alright then...
FLETCH/BaseTentConvo_Response_001_000	Let's see...
FLETCH/BaseTentConvo_Response_002_000	Let's take a look.
FLETCH/BaseTentConvo_Response_004_000	Have a great day.
FLETCH/BeingUpgradedConvo_Intro_000	<no>Oh, that building is currently being upgraded.
FLETCH/BeingUpgradedConvo_Intro_001	<yes>Let's get that finished before we try and move it!
FLETCH/CloseDeedWindow_Intro_000	Ah, you've changed your mind?
FLETCH/CloseDeedWindow_Intro_001	Not to worry!
FLETCH/CloseDeedWindow_Intro_002	Please come and see me if you change  your mind again! <haha>
FLETCH/CompleteBirthday_000_Intro_000	<shy> Oh, you really shouldn’t have, <PlayerName>.
FLETCH/CompleteBirthday_000_Intro_001	<yes>I’ll tell you what, it means a lot that you even remembered it was my <birthday>!
FLETCH/CompleteBirthday_000_Intro_002	<glee>You’ve made an old lady very happy today.
FLETCH/CompleteRequest_000_Intro_000	<shy>Thank you very much, <PlayerName>.
FLETCH/CompleteRequest_000_Intro_001	<haha>I’ll tell you what, you’re always helping me out!
FLETCH/CompleteRequest_000_Intro_002	<glee>Here’s a reward, please take it!
FLETCH/ConfirmDeed_Intro_000	Okay, so we're going to apply for the <deedName>?
FLETCH/ConfirmDeed_Intro_001	Just so you know, this will put the town in <deedDebtAmount> in debt.
FLETCH/ConfirmDeed_Intro_002	Oh don't worry, we will pay it off in no time! <pumped>
FLETCH/ConfirmDeed_Intro_003	There is a donation box here in the Base Tent.
FLETCH/ConfirmDeed_Intro_004	So are we going to apply for the <deedName>?
FLETCH/ConfirmDeed_Option_000	Let's do it!
FLETCH/ConfirmDeed_Option_001	Not right now.
FLETCH/ConfirmDeed_Response_000_000	Great! We're all set. I'll give you the deed so you can decide where to place it.
FLETCH/ConfirmDeed_Response_000_001	Once it's placed, check the deposit box on the build site.
FLETCH/ConfirmDeed_Response_000_002	We won't be able to start construction until we have all the required materials.
FLETCH/ConfirmDeed_Response_000_003	So the quicker we have everything we need, the quicker we can start construction!
FLETCH/ConfirmDeed_Response_001_000	Not a worry!
FLETCH/ConfirmDeed_Response_001_001	Please come see me if you change your mind!
FLETCH/FirstIntroInGame_Intro_000	Looks like we've landed!
FLETCH/FirstIntroInGame_Intro_001	<glee>þI'll tell you what, I’m so glad you’ve decided to accompany me on this adventure, <PlayerName>.
FLETCH/FirstIntroInGame_Intro_002	<worried>þI was starting to think no one in <SouthCity> was brave enough to join me!
FLETCH/FirstIntroInGame_Intro_003	<haha>When you were the first and only person to respond to my ad, I knew you were the right person for the job!
FLETCH/FirstIntroInGame_Intro_004	<no>Oh dear, look at old <myName> waffle on...
FLETCH/FirstIntroInGame_Intro_005	Let's get cracking, <PlayerName>!
FLETCH/FirstIntroInGame_Intro_006	I'll see you outside, okay?
FLETCH/GetKite_Convo_Intro_000	Righto, <PlayerName>!
FLETCH/GetKite_Convo_Intro_001	Here is your <itemName>.
FLETCH/GetKite_Convo_Intro_002	I was up all night making one for everyone.
FLETCH/GetKite_Convo_Intro_003	You can use the <KiteMakingTable> near the steps of the Band Stand to make your kite.
FLETCH/GetKite_Convo_Intro_004	<yes>Oh, and don’t forget that you can use paint to make it your own.
FLETCH/GetSnag_Convo_Intro_000	Righto, <PlayerName>.
FLETCH/GetSnag_Convo_Intro_001	<glee>These <Snags> are ready to go!
FLETCH/GetSnag_Convo_Intro_002	<proud>Trust me, it’s an old family delicacy.
FLETCH/GetSnag_Convo_Intro_003	Now, what type would you like?
FLETCH/GetSnag_Convo_Option_000	Meat Snag
FLETCH/GetSnag_Convo_Option_001	Veggie Snag
FLETCH/GetSnag_Convo_Option_002	Surprise me!
FLETCH/GetSnag_Convo_Response_000_000	Righto.þ
FLETCH/GetSnag_Convo_Response_000_001	Now, I’ve actually made this <Snag> just for you, <PlayerName>.þ
FLETCH/GetSnag_Convo_Response_000_002	<yes>I put a lot of love into this <Snag>.þ
FLETCH/GetSnag_Convo_Response_000_003	It’s just a way of saying thanks for everything you’ve done for me this past year.þ
FLETCH/GetSnag_Convo_Response_000_004	Not to mention everything you’ve done for <IslandName>.þ
FLETCH/GetSnag_Convo_Response_000_005	I hope you like it, mate.þ
FLETCH/GetSnag_Convo_Response_000_006	<shy>Now go and enjoy the <Snag> and the rest of <IslandDay>.þ
FLETCH/GetSnag_Convo_Response_000_007	<glee>You’ve bloody earned it!þ
FLETCH/GetSnag_Convo_Response_001_000	Righto.þ
FLETCH/GetSnag_Convo_Response_001_001	Now, I’ve actually made this <Snag> just for you, <PlayerName>.þ
FLETCH/GetSnag_Convo_Response_001_002	<yes>I put a lot of love into this <Snag>.þ
FLETCH/GetSnag_Convo_Response_001_003	It’s just a way of saying thanks for everything you’ve done for me this past year.þ
FLETCH/GetSnag_Convo_Response_001_004	Not to mention everything you’ve done for <IslandName>.þ
FLETCH/GetSnag_Convo_Response_001_005	I hope you like it, mate.þ
FLETCH/GetSnag_Convo_Response_001_006	<shy>Now go and enjoy the <Snag> and the rest of <IslandDay>.þ
FLETCH/GetSnag_Convo_Response_001_007	<glee>You’ve bloody earned it!þ
FLETCH/GetSnag_Convo_Response_002_000	Righto.þ
FLETCH/GetSnag_Convo_Response_002_001	Now, I’ve actually made this <Snag> just for you, <PlayerName>.þ
FLETCH/GetSnag_Convo_Response_002_002	<yes>I put a lot of love into this <Snag>.þ
FLETCH/GetSnag_Convo_Response_002_003	It’s just a way of saying thanks for everything you’ve done for me this past year.þ
FLETCH/GetSnag_Convo_Response_002_004	Not to mention everything you’ve done for <IslandName>.þ
FLETCH/GetSnag_Convo_Response_002_005	I hope you like it, mate.þ
FLETCH/GetSnag_Convo_Response_002_006	<shy>Now go and enjoy the <Snag> and the rest of <IslandDay>.þ
FLETCH/GetSnag_Convo_Response_002_007	<glee>You’ve bloody earned it!þ
